50.07
62.57
67.29
68.25
62.72
55.59
55.00
56.95
61.73
67.17
72.01
60.82
63.60
68.66
73.15
68.17
58.78
53.11
55.22
59.36
63.39
67.42
58.99
63.18
71.53
78.84
76.66
63.53
53.16
52.39
55.62
55.78
56.85
55.10
62.25
70.98
77.85
74.59
61.79
51.72
51.07
52.90
52.55
53.46
52.35
61.00
75.77
78.02
65.56
57.00
50.90
51.11
52.87
56.75
59.52
57.92
58.54
63.06
60.30
52.49
51.28
48.96
51.89
56.35
59.96
63.38
60.55
57.39
52.47
43.28
37.79
45.23
46.19
50.61
56.21
57.82
56.65
58.20
57.31
55.48
44.40
38.41
40.80
46.81
51.08
52.15
48.81
51.16
