"accelerator_x","accelerator_y","accelerator_z","magnetic_x","magnetic_y","magnetic_z","orientation_x","orientation_y","orientation_z","gyroscope_x","gyroscope_y","gyroscope_z","step","timestamp"
"-0.7800908","2.7893248","8.938483","13.200000762939453","10.079999923706055","-70.0199966430664","21.129825592041016","-14.913199424743652","-19.517213821411133","-0.2139296978712082","0.1730816811323166","-0.35175710916519165","0","1498569316958"
"-0.7957285","2.7388282","8.959216","13.139998435974121","10.260000228881836","-69.95999908447266","21.183074951171875","-14.357816696166992","-19.43338394165039","-0.4302237033843994","0.1413096785545349","-0.2356671243906021","0","1498569316977"
"-0.77607524","2.6694613","9.063271","13.139998435974121","10.979999542236328","-69.95999908447266","21.160364151000977","-13.624847412109375","-19.430673599243164","-0.7271696925163269","0.15352968871593475","-0.03892511874437332","0","1498569317001"
"-0.72776973","2.5937555","9.217078","13.440000534057617","11.700000762939453","-69.95999908447266","21.29255485534668","-13.206448554992676","-19.660507202148438","-0.9153577089309692","0.10342767834663391","0.11260287463665009","0","1498569317015"
"-0.65702593","2.5235872","9.393059","13.4399995803833","12.299999237060547","-69.65999603271484","21.083009719848633","-12.317240715026855","-19.569358825683594","-0.9178016781806946","-0.0859823226928711","0.15292887389659882","0","1498569317039"
"-0.57565576","2.427187","9.512452","13.619998931884766","12.959999084472656","-69.54000091552734","21.14219093322754","-11.839885711669922","-19.62958526611328","-0.7491657137870789","-0.25584033131599426","0.09916087985038757","0","1498569317058"
"-0.49692097","2.3321743","9.575893","13.380000114440918","13.680000305175781","-69.54000091552734","21.172861099243164","-11.432065963745117","-19.250900268554688","-0.44244369864463806","-0.38659432530403137","0.007510878145694733","0","1498569317075"
"-0.43837848","2.2824233","9.600938","13.079999923706055","14.279998779296875","-69.36000061035156","21.06255531311035","-10.81969928741455","-19.139245986938477","-0.16749370098114014","-0.4171443283557892","-0.08291711658239365","0","1498569317091"
"-0.39143103","2.2551088","9.548847","12.65999984741211","14.939998626708984","-69.29999542236328","21.267318725585938","-10.795404434204102","-18.830293655395508","-0.04162770137190819","-0.35360032320022583","-0.15868112444877625","0","1498569317110"
"-0.34834114","2.2333963","9.432239","12.239999771118164","15.899999618530273","-69.41999816894531","21.234025955200195","-10.490742683410645","-18.45880126953125","0.029248297214508057","-0.33893632888793945","-0.11957711726427078","0","1498569317129"
"-0.28492263","2.2199547","9.36341","11.819999694824219","16.440000534057617","-69.36000061035156","21.2810001373291","-10.491512298583984","-18.11177635192871","-0.06484569609165192","-0.360932320356369","-0.021817117929458618","0","1498569317148"
"-0.20703557","2.2086945","9.353251","11.460000991821289","16.85999870300293","-69.29999542236328","21.40689468383789","-10.251570701599121","-17.74770736694336","-0.29091569781303406","-0.3817063271999359","0.03928288072347641","0","1498569317167"
"-0.13107681","2.184806","9.378793","11.219999313354492","17.15999984741211","-69.1199951171875","21.3966007232666","-9.86982536315918","-17.333009719848633","-0.43633371591567993","-0.39392632246017456","0.027062878012657166","0","1498569317192"
"-0.07431513","2.1456058","9.423428","10.979999542236328","17.399999618530273","-68.69999694824219","21.561677932739258","-9.809348106384277","-16.98480224609375","-0.4607737064361572","-0.43180832266807556","-0.08291711658239365","0","1498569317209"
"-0.048106417","2.0992029","9.461446","10.439998626708984","17.81999969482422","-68.69999694824219","21.854480743408203","-9.423205375671387","-16.606218338012695","-0.35690370202064514","-0.44647231698036194","-0.2429991215467453","0","1498569317226"
"-0.028226174","2.0581577","9.479397","10.019998550415039","18.119998931884766","-68.87999725341797","21.98219108581543","-9.2212495803833","-16.26913833618164","-0.15893970429897308","-0.4330303370952606","-0.38230711221694946","0","1498569317244"
"-0.0019619558","2.0258815","9.446995","9.719999313354492","18.53999900817871","-68.87999725341797","22.514570236206055","-9.222003936767578","-15.951056480407715","0.05368829891085625","-0.42203232645988464","-0.46540313959121704","0","1498569317263"
"0.025742238","2.0012581","9.381355","8.939998626708984","18.899999618530273","-68.45999908447266","22.817232131958008","-9.024584770202637","-15.538362503051758","0.21988029778003693","-0.4379183351993561","-0.4849551320075989","0","1498569317282"
"0.036922015","1.9767051","9.309483","8.15999984741211","19.020000457763672","-68.5199966430664","23.331344604492188","-9.217082977294922","-15.172694206237793","0.21865829825401306","-0.4550263285636902","-0.44829511642456055","0","1498569317301"
"0.041123413","1.9467138","9.287733","7.1399993896484375","19.19999885559082","-68.5199966430664","23.744970321655273","-9.035451889038086","-14.900581359863281","0.018250297755002975","-0.37681832909584045","-0.35542309284210205","0","1498569317320"
"0.03282507","1.9135025","9.318511","6.059999465942383","19.19999885559082","-68.5199966430664","23.94733238220215","-8.799695014953613","-14.792421340942383","-0.24570170044898987","-0.171522319316864","-0.2124491184949875","0","1498569317343"
"0.035522565","1.8651938","9.370131","5.100000381469727","19.31999969482422","-68.58000183105469","24.21854591369629","-8.848280906677246","-14.62067699432373","-0.43266770243644714","0.008111681789159775","-0.03037111833691597","0","1498569317362"
"0.07036191","1.8080816","9.459405","4.440000534057617","19.31999969482422","-68.58000183105469","23.962596893310547","-8.453927993774414","-14.751052856445313","-0.47665971517562866","0.0728776752948761","0.1468188762664795","0","1498569317379"
"0.12061413","1.7510595","9.566303","4.1399993896484375","19.920000076293945","-68.58000183105469","24.051355361938477","-8.405163764953613","-14.712665557861328","-0.3520157039165497","0.13886567950248718","0.25802087783813477","0","1498569317398"
"0.17361513","1.6951947","9.651987","3.6000003814697266","20.399999618530273","-68.15999603271484","23.61314582824707","-8.429163932800293","-14.928065299987793","-0.12350169569253922","0.15475168824195862","0.2531328797340393","0","1498569317415"
"0.21079122","1.656996","9.704465","3.6000003814697266","20.639999389648438","-68.5199966430664","23.61017417907715","-8.253905296325684","-14.77600383758545","0.12700828909873962","0.08265368640422821","0.1602608859539032","0","1498569317434"
"0.2416185","1.63374","9.739735","3.6000003814697266","21.0","-68.15999603271484","23.51962661743164","-8.688215255737305","-14.572503089904785","0.29442229866981506","-0.0823163241147995","0.049058884382247925","0","1498569317453"
"0.27020025","1.6378059","9.750428","3.8999996185302734","21.239999771118164","-68.27999877929688","23.21159553527832","-8.759041786193848","-14.611859321594238","0.33963629603385925","-0.2338443100452423","-0.023039117455482483","0","1498569317478"
"0.30333903","1.6448141","9.738764","3.9599990844726563","21.420000076293945","-68.27999877929688","23.278289794921875","-9.176658630371094","-14.344902992248535","0.3029762804508209","-0.2900563180446625","-0.04870111867785454","0","1498569317495"
"0.33818713","1.6445435","9.719654","3.8999996185302734","21.420000076293945","-68.0999984741211","23.199138641357422","-9.492630958557129","-14.300924301147461","0.20888228714466095","-0.25584033131599426","-0.042591117322444916","0","1498569317512"
"0.36153722","1.6446588","9.69803","3.8999996185302734","21.239999771118164","-67.91999816894531","23.22103500366211","-9.68224811553955","-14.1676025390625","0.10990030318498611","-0.14586031436920166","-0.021817117929458618","0","1498569317529"
"0.3690375","1.6507425","9.699618","3.719999313354492","20.760000228881836","-67.55999755859375","23.248424530029297","-10.006898880004883","-13.954127311706543","0.04269029572606087","-0.07376231998205185","0.001400880515575409","0","1498569317548"
"0.38105017","1.6580119","9.707267","3.719999313354492","20.279998779296875","-67.97999572753906","23.19876480102539","-10.080723762512207","-13.919915199279785","-0.009855701588094234","-0.04687831923365593","0.013620883226394653","0","1498569317567"
"0.40214714","1.6694579","9.702071","3.719999313354492","19.85999870300293","-67.97999572753906","23.2064208984375","-10.257096290588379","-13.769903182983398","-0.015965700149536133","-0.07620631903409958","0.016064882278442383","0","1498569317586"
"0.42663604","1.6764106","9.707083","3.6000003814697266","19.68000030517578","-67.97999572753906","23.175756454467773","-10.360190391540527","-13.641416549682617","0.026804298162460327","-0.14708231389522552","0.011176884174346924","0","1498569317605"
"0.44245684","1.6823092","9.723673","3.299999237060547","19.5","-67.73999786376953","23.13239097595215","-10.472699165344238","-13.547399520874023","0.0622422955930233","-0.1617463082075119","-0.005931120365858078","0","1498569317635"
"0.46662235","1.6794851","9.706192","3.299999237060547","19.31999969482422","-67.86000061035156","23.141408920288086","-10.651742935180664","-13.33990478515625","0.09890230000019073","-0.17396631836891174","-0.03037111833691597","0","1498569317646"
"0.50511533","1.678857","9.644772","2.940000534057617","19.079999923706055","-67.86000061035156","23.12150764465332","-10.848295211791992","-13.161799430847168","0.16977828741073608","-0.21062631905078888","-0.03648111969232559","0","1498569317663"
"0.55745983","1.6959925","9.625374","2.5799999237060547","19.079999923706055","-68.04000091552734","23.129520416259766","-11.18541431427002","-12.982582092285156","0.2345442920923233","-0.19229631125926971","-0.018151119351387024","0","1498569317682"
"0.61497504","1.7227764","9.644992","2.520000457763672","19.079999923706055","-68.4000015258789","23.058719635009766","-11.371771812438965","-12.622015953063965","0.2174362987279892","-0.14952631294727325","0.013620883226394653","0","1498569317700"
"0.6737951","1.7304968","9.679631","2.520000457763672","18.65999984741211","-68.4000015258789","22.974884033203125","-11.641876220703125","-12.202354431152344","0.15389229357242584","-0.17641031742095947","0.024618878960609436","0","1498569317719"
"0.7268528","1.7301495","9.69179","2.039999008178711","18.18000030517578","-68.4000015258789","23.022293090820313","-11.95688247680664","-12.043248176574707","0.1551142930984497","-0.22162431478500366","-0.004709117114543915","0","1498569317738"
"0.7594155","1.7309134","9.665178","1.6800003051757813","17.81999969482422","-68.76000213623047","23.06409454345703","-12.279756546020508","-11.958941459655762","0.2211022973060608","-0.1446383148431778","-0.056033119559288025","0","1498569317764"
"0.7645627","1.7292088","9.61683","1.260000228881836","17.639999389648438","-69.0","22.994783401489258","-12.487695693969727","-11.53418254852295","0.2528742849826813","0.01788768172264099","-0.08902712166309357","0","1498569317781"
"0.75149447","1.7331764","9.574632","0.7800006866455078","17.639999389648438","-69.05999755859375","22.961469650268555","-12.680427551269531","-11.350713729858398","0.18199829757213593","0.1865236908197403","-0.08536112308502197","0","1498569317798"
"0.7310022","1.7531323","9.561051","1.1399993896484375","17.34000015258789","-69.36000061035156","22.891935348510742","-12.84510612487793","-11.043512344360352","0.04391229897737503","0.26473167538642883","-0.06458711624145508","0","1498569317815"
"0.70287156","1.7751591","9.5456","1.0799999237060547","17.520000457763672","-69.47999572753906","22.767229080200195","-12.829865455627441","-11.10301685333252","-0.08317569643259048","0.2549556791782379","-0.056033119559288025","0","1498569317833"
"0.6806636","1.7850564","9.532172","1.0799999237060547","17.100000381469727","-69.47999572753906","22.774425506591797","-13.082381248474121","-11.309967041015625","-0.14305371046066284","0.22929368913173676","-0.06825311481952667","0","1498569317853"
"0.64596564","1.7928876","9.53743","0.6000003814697266","17.34000015258789","-69.47999572753906","22.760183334350586","-12.9957275390625","-11.718222618103027","-0.1516077071428299","0.272063672542572","-0.09758111834526062","0","1498569317871"
"0.6031363","1.798022","9.597895","0.9599990844726563","17.639999389648438","-69.29999542236328","22.72281265258789","-13.023685455322266","-12.012537956237793","-0.16627170145511627","0.2855056822299957","-0.13179711997509003","0","1498569317891"
"0.5623175","1.8093406","9.675516","1.3199996948242188","17.639999389648438","-68.93999481201172","22.77336883544922","-12.890379905700684","-12.291391372680664","-0.19559970498085022","0.19263368844985962","-0.13912911713123322","0","1498569317915"
"0.5527297","1.8024246","9.715954","1.7999992370605469","17.639999389648438","-68.87999725341797","22.7759952545166","-12.863945960998535","-12.412627220153809","-0.15771770477294922","-0.029770318418741226","-0.10246911644935608","0","1498569317932"
"0.55498433","1.8014625","9.727949","2.1599998474121094","17.639999389648438","-68.87999725341797","22.80968475341797","-12.969409942626953","-12.305728912353516","0.009696298278868198","-0.13852831721305847","-0.042591117322444916","0","1498569317949"
"0.5492395","1.8154271","9.72212","2.1599998474121094","17.940000534057617","-68.87999725341797","22.812463760375977","-13.029483795166016","-12.694075584411621","0.18688629567623138","-0.015106318518519402","-0.010819118469953537","0","1498569317967"
"0.5440692","1.819384","9.708861","2.5799999237060547","17.459999084472656","-68.76000213623047","22.75371551513672","-13.407739639282227","-12.826424598693848","0.23698829114437103","0.09853968024253845","-0.005931120365858078","0","1498569317986"
"0.54946226","1.8218688","9.673247","2.219999313354492","17.459999084472656","-68.4000015258789","22.754993438720703","-13.416563034057617","-12.699692726135254","0.19055229425430298","0.11564768850803375","0.020952880382537842","0","1498569318005"
"0.54893404","1.8378592","9.6293545","2.219999313354492","17.459999084472656","-68.4000015258789","22.654645919799805","-13.662246704101563","-12.725150108337402","0.12945228815078735","0.02033168077468872","0.040504880249500275","0","1498569318024"
"0.5373358","1.8668417","9.641398","2.219999313354492","17.03999900817871","-68.63999938964844","22.618322372436523","-13.909747123718262","-12.735404014587402","0.018250297755002975","-0.08842632174491882","0.019730880856513977","0","1498569318050"
"0.5262994","1.8916103","9.690629","2.219999313354492","16.739999771118164","-69.0","22.640546798706055","-13.804342269897461","-12.584203720092773","-0.16993770003318787","-0.1617463082075119","-0.042591117322444916","0","1498569318066"
"0.5377751","1.8866333","9.753355","2.0400009155273438","16.5","-68.81999969482422","22.608144760131836","-13.899998664855957","-12.6009521484375","-0.28847169876098633","-0.20207230746746063","-0.09391511976718903","0","1498569318084"
"0.5518108","1.8733035","9.798567","2.0400009155273438","16.5","-68.81999969482422","22.69396209716797","-13.72376823425293","-12.46446418762207","-0.21881771087646484","-0.18496431410312653","-0.08169511705636978","0","1498569318100"
"0.55212414","1.8718315","9.818446","2.039999008178711","16.5","-68.81999969482422","22.515188217163086","-13.85179328918457","-11.927346229553223","-0.008633701130747795","-0.11897632479667664","-0.04625711962580681","0","1498569318127"
"0.5563529","1.876726","9.804764","1.5599994659423828","16.739999771118164","-68.69999694824219","22.332256317138672","-14.161432266235352","-11.413586616516113","0.20888228714466095","-0.07498431950807571","-0.008375119417905807","0","1498569318138"
"0.57008564","1.8901011","9.768051","1.739999771118164","16.739999771118164","-69.1199951171875","22.378145217895508","-14.153246879577637","-11.28032112121582","0.3371922969818115","-0.07620631903409958","0.022174879908561707","0","1498569318157"
"0.59416586","1.9120654","9.717787","1.739999771118164","16.739999771118164","-69.1199951171875","22.293060302734375","-14.644532203674316","-11.210504531860352","0.34696829319000244","-0.10064631700515747","0.051502883434295654","0","1498569318182"
"0.6254061","1.9369761","9.685226","1.5599994659423828","16.920000076293945","-69.1199951171875","22.169652938842773","-14.857699394226074","-10.914986610412598","0.24676428735256195","-0.12508632242679596","0.07472087442874908","0","1498569318202"
"0.6550771","1.9592761","9.684029","1.260000228881836","16.920000076293945","-69.1199951171875","21.977996826171875","-15.02014446258545","-10.601619720458984","0.07812830060720444","-0.1201983243227005","0.09427288174629211","0","1498569318218"
"0.686565","1.9848477","9.705436","1.260000228881836","16.920000076293945","-69.29999542236328","21.84541130065918","-15.365199089050293","-10.560094833374023","-0.05873570218682289","-0.07009631395339966","0.11138087511062622","0","1498569318234"
"0.7101201","2.0124068","9.725779","1.0799999237060547","16.920000076293945","-69.29999542236328","21.623552322387695","-15.377145767211914","-10.570218086242676","-0.09050770103931427","0.005667682737112045","0.1223788857460022","0","1498569318253"
"0.7321569","2.0354161","9.736671","0.8999996185302734","16.619998931884766","-69.29999542236328","21.510305404663086","-15.635398864746094","-10.509333610534668","-0.022075701504945755","0.07654367387294769","0.11626887321472168","0","1498569318271"
"0.74313956","2.0575597","9.731167","1.1399993896484375","16.19999885559082","-69.47999572753906","21.28610610961914","-15.83730697631836","-10.64115047454834","0.08546029776334763","0.1449756771326065","0.09305088222026825","0","1498569318290"
"0.74118364","2.0788045","9.722505","1.1399993896484375","16.19999885559082","-69.36000061035156","21.03881072998047","-15.929856300354004","-10.599331855773926","0.16489028930664063","0.18163567781448364","0.06250087916851044","0","1498569318309"
"0.7300945","2.092782","9.717937","1.0200004577636719","16.139999389648438","-69.65999603271484","20.81757926940918","-16.244497299194336","-10.723855972290039","0.18444229662418365","0.18530167639255524","0.04417087882757187","0","1498569318335"
"0.716287","2.1126575","9.71311","0.7800006866455078","16.440000534057617","-69.83999633789063","20.53089141845703","-16.407424926757813","-10.700443267822266","0.14900429546833038","0.1791916787624359","0.05516888201236725","0","1498569318353"
"0.70625234","2.1439407","9.7473955","0.9599990844726563","16.260000228881836","-69.9000015258789","20.234331130981445","-16.631155014038086","-10.753417015075684","0.1037902981042862","0.207297682762146","0.09060688316822052","0","1498569318371"
"0.7010483","2.1783147","9.79105","0.7800006866455078","16.260000228881836","-69.95999908447266","19.921541213989258","-16.875112533569336","-10.754781723022461","0.05491029843688011","0.23906968533992767","0.13093288242816925","0","1498569318393"
"0.68572026","2.2033908","9.824838","0.9599990844726563","15.959999084472656","-70.08000183105469","19.508832931518555","-17.048274993896484","-10.7636137008667","0.045134298503398895","0.21340768039226532","0.14437487721443176","0","1498569318404"
"0.65147346","2.2330158","9.820802","1.2000007629394531","16.020000457763672","-70.08000183105469","19.278240203857422","-17.281932830810547","-10.650148391723633","0.13678430020809174","0.22929368913173676","0.11993488669395447","0","1498569318423"
"0.6137145","2.2673326","9.788824","1.5","16.020000457763672","-70.13999938964844","18.940139770507813","-17.630151748657227","-10.634711265563965","0.24798628687858582","0.2561776638031006","0.08327488601207733","0","1498569318442"
"0.56777143","2.3047957","9.730503","1.6800003051757813","15.719999313354492","-70.19999694824219","18.6113224029541","-17.878286361694336","-10.888444900512695","0.2858682870864868","0.2769516706466675","0.08205288648605347","0","1498569318469"
"0.5163763","2.3498745","9.678372","2.520000457763672","15.299999237060547","-69.95999908447266","18.320112228393555","-18.30540657043457","-11.222026824951172","0.24309828877449036","0.309945672750473","0.1016048789024353","0","1498569318488"
"0.47095788","2.391522","9.641622","3.059999465942383","14.579999923706055","-69.72000122070313","17.995258331298828","-18.529197692871094","-11.201199531555176","0.1587802916765213","0.33682966232299805","0.11993488669395447","0","1498569318505"
"0.42996168","2.4232638","9.610699","3.299999237060547","14.639999389648438","-69.72000122070313","17.581586837768555","-18.719762802124023","-11.312427520751953","0.08790430426597595","0.37104567885398865","0.11993488669395447","0","1498569318521"
"0.38361672","2.443579","9.585499","4.260000228881836","14.34000015258789","-69.65999603271484","17.321035385131836","-19.110580444335938","-11.67457103729248","0.07079630345106125","0.3942636549472809","0.08571888506412506","0","1498569318537"
"0.31834504","2.4638958","9.554327","4.8600006103515625","14.219999313354492","-69.5999984741211","17.077157974243164","-19.350818634033203","-12.059662818908691","0.10623430460691452","0.3661576807498932","0.051502883434295654","0","1498569318557"
"0.22228533","2.4922276","9.5022335","5.219999313354492","14.040000915527344","-69.72000122070313","16.775161743164063","-19.670677185058594","-12.364180564880371","0.17344428598880768","0.2965036630630493","0.040504880249500275","0","1498569318576"
"0.11047638","2.526696","9.405476","5.760000228881836","13.979999542236328","-69.65999603271484","16.526926040649414","-20.111812591552734","-12.70665168762207","0.2614282965660095","0.309945672750473","0.04783687740564346","0","1498569318595"
"2.8033555E-4","2.5769732","9.291364","6.3600006103515625","13.620000839233398","-69.83999633789063","16.235668182373047","-20.376070022583008","-13.111550331115723","0.34696829319000244","0.4345896542072296","0.08694088459014893","0","1498569318621"
"-0.0874145","2.6374118","9.216411","6.600000381469727","13.139999389648438","-69.9000015258789","15.797883987426758","-20.932748794555664","-13.607941627502441","0.3591882884502411","0.533571720123291","0.16270488500595093","0","1498569318639"
"-0.14696465","2.6992218","9.19177","7.679999351501465","13.019998550415039","-69.9000015258789","15.505041122436523","-21.299835205078125","-13.864579200744629","0.27853628993034363","0.4553636610507965","0.22991488873958588","0","1498569318656"
"-0.20127739","2.753655","9.1813135","8.639999389648438","12.300000190734863","-69.77999877929688","15.112406730651855","-21.648563385009766","-14.076950073242188","0.16733428835868835","0.2586216628551483","0.2152508944272995","0","1498569318672"
"-0.26666367","2.7973824","9.151093","9.0600004196167","11.880001068115234","-69.77999877929688","14.860671043395996","-22.103979110717773","-14.459367752075195","0.11601030081510544","0.09609568119049072","0.1016048789024353","0","1498569318690"
"-0.3147473","2.8305178","9.118392","9.479999542236328","11.399999618530273","-69.72000122070313","14.785870552062988","-22.287172317504883","-14.578750610351563","0.09279230237007141","0.07776567339897156","-0.010819118469953537","0","1498569318709"
"-0.33697298","2.854838","9.1222105","10.139999389648438","10.979999542236328","-69.72000122070313","14.41878604888916","-22.512449264526367","-14.768439292907715","-0.002523701172322035","0.06310167908668518","-0.029149118810892105","0","1498569318728"
"-0.35757408","2.8673973","9.15758","10.559999465942383","10.620000839233398","-69.9000015258789","14.36915111541748","-22.4184627532959","-14.8032865524292","-0.1479417085647583","0.004445679485797882","-0.007153119891881943","0","1498569318759"
"-0.39943707","2.8745148","9.1570015","10.979999542236328","10.559999465942383","-69.72000122070313","14.332252502441406","-22.476083755493164","-14.908473014831543","-0.24570170044898987","-0.023660318925976753","-0.04136911779642105","0","1498569318775"
"-0.45792416","2.887379","9.100866","11.34000015258789","10.739999771118164","-69.72000122070313","14.354008674621582","-22.29132843017578","-15.02192497253418","-0.22248370945453644","0.03866167739033699","-0.09880311787128448","0","1498569318792"
"-0.5164229","2.911754","9.006093","11.280000686645508","10.739999771118164","-69.72000122070313","14.226696968078613","-22.32217788696289","-15.181023597717285","-0.12838970124721527","0.16330568492412567","-0.0914711207151413","0","1498569318808"
"-0.56512505","2.9461298","8.901422","11.279999732971191","11.039999008178711","-69.72000122070313","14.082413673400879","-22.358322143554688","-15.4627103805542","-0.05873570218682289","0.24395768344402313","-0.031593117862939835","0","1498569318824"
"-0.59879094","2.9869947","8.805543","11.280000686645508","11.100000381469727","-69.77999877929688","14.020606994628906","-22.231142044067383","-15.554557800292969","-0.028185702860355377","0.25373366475105286","0.027062878012657166","0","1498569318842"
